8,5,5
Layer0
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
Layer1
-1,-1,-1,-1,0,-1,6,7
-1,-1,-1,-1,1,-1,-1,8
-1,-1,-1,-1,2,4,-1,9
-1,-1,-1,-1,3,5,-1,10
-1,-1,-1,-1,-1,-1,-1,-1
Layer2
-1,-1,-1,13,-1,-1,-1,-1
-1,11,-1,-1,-1,-1,14,-1
-1,-1,12,-1,-1,-1,15,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
Layer3
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
Layer4
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1
