14,6,4
Layer0
-1,-1,-1,-1,-1,-1,SnowTile,-1,-1,-1,-1,SnowTile,-1,-1
-1,-1,-1,-1,-1,-1,SnowTile,-1,-1,-1,-1,SnowTile,-1,-1
-1,-1,-1,-1,-1,-1,SnowTile,-1,-1,-1,-1,SnowTile,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnowTile,-1,-1
Layer1
-1,-1,-1,-1,-1,SnowTile,SnowTile,SnowTile,-1,-1,SnowTile,-1,SnowTile,-1
-1,-1,-1,-1,-1,SnowTile,SnowTile,SnowTile,-1,-1,SnowTile,-1,SnowTile,-1
-1,-1,-1,-1,-1,SnowTile,SnowTile,SnowTile,-1,-1,SnowTile,-1,SnowTile,-1
-1,-1,-1,-1,-1,-1,SnowTile,-1,-1,-1,SnowTile,-1,SnowTile,-1
Layer2
SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,-1,SnowTile,SnowTile,SnowTile,SnowTile,-1,-1,SnowTile
SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,-1,SnowTile,SnowTile,SnowTile,-1,-1,-1,SnowTile
SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,-1,SnowTile,SnowTile,SnowTile,-1,-1,-1,SnowTile
SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,SnowTile,-1,SnowTile,SnowTile,SnowTile,SnowTile,-1,-1,SnowTile
Layer3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Layer4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Layer5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
